,name,team,date,location,opponent,minutes,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers,recent_average,10_game_average,3_game_average,10_3_ratio,10_3_difference,hot,cold,fantasy_points,Opponent Defensive Rank vs Position
21490,Montrezl Harrell,LOS ANGELES CLIPPERS,2020-08-23,AWAY,DALLAS MAVERICKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
21491,Juwan Morgan,UTAH JAZZ,2020-08-23,HOME,DENVER NUGGETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
21492,Royce O'Neale,UTAH JAZZ,2020-08-23,HOME,DENVER NUGGETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
21493,J.J. Barea,DALLAS MAVERICKS,2020-08-23,HOME,LOS ANGELES CLIPPERS,1.0,0.19,0.08,0.12,0.16,0.26,0.01,0.05,0.1,0.92,17.83,17.83,1.0,0.0,0.0,0.0,0,4
21494,Raul Neto,PHILADELPHIA 76ERS,2020-08-23,HOME,BOSTON CELTICS,1.0,0.2,0.09,0.15,0.19,0.23,0.01,0.04,0.11,1.0,19.45,22.57,0.8676283411115825,-3.120000000000001,0.0,0.0,0,12
21495,Michael Kidd-Gilchrist,DALLAS MAVERICKS,2020-08-23,HOME,LOS ANGELES CLIPPERS,1.0,0.07,0.03,0.04,0.2,0.07,0.02,0.02,0.03,0.57,4.73,3.07,1.4078624078624078,1.6600000000000006,0.0,0.0,0,9
21496,Mike Scott,PHILADELPHIA 76ERS,2020-08-23,HOME,BOSTON CELTICS,1.0,0.16,0.07,0.11,0.33,0.12,0.02,0.03,0.08,1.08,13.54,4.9,2.4644067796610165,8.639999999999999,0.0,2.9776300912068967,0,1
21497,Matisse Thybulle,PHILADELPHIA 76ERS,2020-08-23,HOME,BOSTON CELTICS,1.0,0.02,0.02,0.0,0.13,0.02,0.02,0.03,0.01,0.61,15.37,8.07,1.8048511576626236,7.299999999999999,0.0,1.4528230450013713,0,14
21498,Torrey Craig,DENVER NUGGETS,2020-08-23,AWAY,UTAH JAZZ,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
21499,Brad Wanamaker,BOSTON CELTICS,2020-08-23,AWAY,PHILADELPHIA 76ERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3
21500,Grant Williams,BOSTON CELTICS,2020-08-23,AWAY,PHILADELPHIA 76ERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6
21501,Troy Daniels,DENVER NUGGETS,2020-08-23,AWAY,UTAH JAZZ,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
21502,Furkan Korkmaz,PHILADELPHIA 76ERS,2020-08-23,HOME,BOSTON CELTICS,1.0,0.07,0.09,0.11,0.16,0.09,0.01,0.03,0.06,0.68,13.65,4.73,2.556719022687609,8.92,0.0,3.1631102391759374,0,14
21503,Terance Mann,LOS ANGELES CLIPPERS,2020-08-23,AWAY,DALLAS MAVERICKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
21504,Romeo Langford,BOSTON CELTICS,2020-08-23,AWAY,PHILADELPHIA 76ERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4
21505,Justin Jackson,DALLAS MAVERICKS,2020-08-23,HOME,LOS ANGELES CLIPPERS,1.0,0.1,0.06,0.06,0.14,0.06,0.01,0.03,0.03,0.51,9.28,8.23,1.113759479956663,1.049999999999999,0.0,0.0,0,11
21506,Robert Williams,BOSTON CELTICS,2020-08-23,AWAY,PHILADELPHIA 76ERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
21507,Joe Ingles,UTAH JAZZ,2020-08-23,HOME,DENVER NUGGETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
21508,Semi Ojeleye,BOSTON CELTICS,2020-08-23,AWAY,PHILADELPHIA 76ERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6
21509,LeBron James,LOS ANGELES LAKERS,2020-08-24,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
21510,Nikola Vučević,ORLANDO MAGIC,2020-08-24,HOME,MILWAUKEE BUCKS,1.0,0.26,0.1,0.14,0.37,0.14,0.03,0.04,0.1,1.21,39.73,44.93,0.886784236882212,-5.200000000000003,0.0,0.0,0,7
21511,Giannis Antetokounmpo,MILWAUKEE BUCKS,2020-08-24,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15
21512,James Harden,HOUSTON ROCKETS,2020-08-24,AWAY,OKLAHOMA CITY THUNDER,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
21513,Dennis Schröder,OKLAHOMA CITY THUNDER,2020-08-24,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
21514,Victor Oladipo,INDIANA PACERS,2020-08-24,AWAY,MIAMI HEAT,1.0,0.16,0.12,0.15,0.2,0.15,0.01,0.04,0.1,0.82,25.09,20.5,1.2134883720930232,4.59,0.0,0.0,0,19
21515,Anthony Davis,LOS ANGELES LAKERS,2020-08-24,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29
21516,Jusuf Nurkić,PORTLAND TRAIL BLAZERS,2020-08-24,HOME,LOS ANGELES LAKERS,1.0,0.2,0.04,0.11,0.34,0.14,0.03,0.04,0.09,0.92,37.09,25.93,1.4144077237281842,11.160000000000004,0.0,1.9935540712360247,0,4
21517,Myles Turner,INDIANA PACERS,2020-08-24,AWAY,MIAMI HEAT,1.0,0.15,0.04,0.09,0.3,0.06,0.05,0.03,0.06,1.08,31.12,36.43,0.858135185679936,-5.309999999999999,0.0,0.0,0,13
21518,Chris Paul,OKLAHOMA CITY THUNDER,2020-08-24,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
21519,Eric Gordon,HOUSTON ROCKETS,2020-08-24,AWAY,OKLAHOMA CITY THUNDER,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
21520,Shai Gilgeous-Alexander,OKLAHOMA CITY THUNDER,2020-08-24,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17
21521,Danuel House,HOUSTON ROCKETS,2020-08-24,AWAY,OKLAHOMA CITY THUNDER,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
21522,CJ McCollum,PORTLAND TRAIL BLAZERS,2020-08-24,HOME,LOS ANGELES LAKERS,1.0,0.18,0.09,0.11,0.2,0.15,0.02,0.04,0.08,0.87,34.61,32.7,1.0566765578635013,1.9099999999999966,0.0,0.0,0,10
21523,Terrence Ross,ORLANDO MAGIC,2020-08-24,HOME,MILWAUKEE BUCKS,1.0,0.14,0.12,0.12,0.18,0.11,0.02,0.03,0.07,0.85,24.66,23.53,1.0460660415817367,1.129999999999999,0.0,0.0,0,8
21524,Goran Dragić,MIAMI HEAT,2020-08-24,HOME,INDIANA PACERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6
21525,Tyler Herro,MIAMI HEAT,2020-08-24,HOME,INDIANA PACERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
21526,Danny Green,LOS ANGELES LAKERS,2020-08-24,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
21527,Kyle Kuzma,LOS ANGELES LAKERS,2020-08-24,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29
21528,Bam Adebayo,MIAMI HEAT,2020-08-24,HOME,INDIANA PACERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
21529,Dwight Howard,LOS ANGELES LAKERS,2020-08-24,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
21530,T.J. Warren,INDIANA PACERS,2020-08-24,AWAY,MIAMI HEAT,1.0,0.22,0.07,0.11,0.27,0.12,0.02,0.05,0.08,1.07,45.07,39.33,1.1423258120505828,5.740000000000002,0.0,0.0,0,6
21531,Mario Hezonja,PORTLAND TRAIL BLAZERS,2020-08-24,HOME,LOS ANGELES LAKERS,1.0,0.11,0.05,0.06,0.21,0.09,0.02,0.04,0.05,0.74,11.59,9.03,1.255234297108674,2.5600000000000005,0.0,0.0,0,10
21532,George Hill,MILWAUKEE BUCKS,2020-08-24,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
21533,Steven Adams,OKLAHOMA CITY THUNDER,2020-08-24,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
21534,Wesley Matthews,MILWAUKEE BUCKS,2020-08-24,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
21535,Markelle Fultz,ORLANDO MAGIC,2020-08-24,HOME,MILWAUKEE BUCKS,1.0,0.2,0.06,0.12,0.19,0.23,0.02,0.05,0.1,0.94,23.21,21.33,1.084191670398567,1.8800000000000026,0.0,0.0,0,20
21536,Kelly Olynyk,MIAMI HEAT,2020-08-24,HOME,INDIANA PACERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,26
21537,Gary Clark,ORLANDO MAGIC,2020-08-24,HOME,MILWAUKEE BUCKS,1.0,0.01,0.07,0.01,0.18,0.02,0.02,0.02,0.01,0.7,18.63,23.57,0.7989417989417988,-4.940000000000001,0.0,0.0,0,12
21538,Brook Lopez,MILWAUKEE BUCKS,2020-08-24,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
21539,Andre Iguodala,MIAMI HEAT,2020-08-24,HOME,INDIANA PACERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
21540,Khris Middleton,MILWAUKEE BUCKS,2020-08-24,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
21541,Robert Covington,HOUSTON ROCKETS,2020-08-24,AWAY,OKLAHOMA CITY THUNDER,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
21542,Jae Crowder,MIAMI HEAT,2020-08-24,HOME,INDIANA PACERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
21543,JaVale McGee,LOS ANGELES LAKERS,2020-08-24,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
21544,Marvin Williams,MILWAUKEE BUCKS,2020-08-24,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15
21545,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,2020-08-24,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
21546,Malcolm Brogdon,INDIANA PACERS,2020-08-24,AWAY,MIAMI HEAT,1.0,0.21,0.1,0.19,0.22,0.29,0.01,0.05,0.13,1.13,38.26,46.37,0.8287945957356977,-8.11,0.01764718932525027,0.0,0,1
21547,Wenyen Gabriel,PORTLAND TRAIL BLAZERS,2020-08-24,HOME,LOS ANGELES LAKERS,1.0,0.05,0.02,0.01,0.18,0.03,0.04,0.02,0.02,0.69,9.16,9.87,0.9346826126954922,-0.7099999999999991,0.0,0.0,0,10
21548,Gary Trent,PORTLAND TRAIL BLAZERS,2020-08-24,HOME,LOS ANGELES LAKERS,1.0,0.05,0.08,0.03,0.08,0.05,0.01,0.03,0.02,0.51,20.22,8.83,2.158697863682604,11.389999999999999,0.0,3.5004883510496034,0,10
21549,Hassan Whiteside,PORTLAND TRAIL BLAZERS,2020-08-24,HOME,LOS ANGELES LAKERS,1.0,0.16,0.0,0.11,0.4,0.03,0.07,0.03,0.05,1.21,23.17,25.67,0.9062617172853393,-2.5,0.0,0.0,0,4
21550,Evan Fournier,ORLANDO MAGIC,2020-08-24,HOME,MILWAUKEE BUCKS,1.0,0.09,0.08,0.09,0.12,0.11,0.01,0.03,0.06,0.63,19.74,19.7,1.0019323671497584,0.03999999999999915,0.0,0.0,0,8
21551,Jeff Green,HOUSTON ROCKETS,2020-08-24,AWAY,OKLAHOMA CITY THUNDER,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
21552,Kendrick Nunn,MIAMI HEAT,2020-08-24,HOME,INDIANA PACERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
21553,Jimmy Butler,MIAMI HEAT,2020-08-24,HOME,INDIANA PACERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
21554,Damian Lillard,PORTLAND TRAIL BLAZERS,2020-08-24,HOME,LOS ANGELES LAKERS,1.0,0.25,0.18,0.29,0.24,0.29,0.01,0.04,0.15,1.26,53.79,38.7,1.3801007556675062,15.089999999999996,0.0,2.363384611353979,0,11
21555,Nerlens Noel,OKLAHOMA CITY THUNDER,2020-08-24,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
21556,Donte DiVincenzo,MILWAUKEE BUCKS,2020-08-24,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
21557,Carmelo Anthony,PORTLAND TRAIL BLAZERS,2020-08-24,HOME,LOS ANGELES LAKERS,1.0,0.16,0.06,0.09,0.23,0.09,0.02,0.04,0.06,0.78,28.18,26.4,1.064963503649635,1.7800000000000011,0.0,0.0,0,10
21558,Eric Bledsoe,MILWAUKEE BUCKS,2020-08-24,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
21559,P.J. Tucker,HOUSTON ROCKETS,2020-08-24,AWAY,OKLAHOMA CITY THUNDER,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
21560,Kyle Korver,MILWAUKEE BUCKS,2020-08-24,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
21561,Darius Bazley,OKLAHOMA CITY THUNDER,2020-08-24,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
21562,Pat Connaughton,MILWAUKEE BUCKS,2020-08-24,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
21563,James Ennis,ORLANDO MAGIC,2020-08-24,HOME,MILWAUKEE BUCKS,1.0,0.12,0.06,0.09,0.29,0.07,0.02,0.03,0.05,0.88,21.01,20.33,1.03187998124707,0.6800000000000033,0.0,0.0,0,11
21564,Danilo Gallinari,OKLAHOMA CITY THUNDER,2020-08-24,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
21565,Derrick Jones,MIAMI HEAT,2020-08-24,HOME,INDIANA PACERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
21566,Luguentz Dort,OKLAHOMA CITY THUNDER,2020-08-24,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17
21567,Quinn Cook,LOS ANGELES LAKERS,2020-08-24,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
21568,Justin Holiday,INDIANA PACERS,2020-08-24,AWAY,MIAMI HEAT,1.0,0.03,0.07,0.02,0.15,0.02,0.02,0.04,0.02,0.8,19.71,23.37,0.8498153467377924,-3.66,0.0,0.0,0,19
21569,D.J. Augustin,ORLANDO MAGIC,2020-08-24,HOME,MILWAUKEE BUCKS,1.0,0.19,0.11,0.22,0.18,0.29,0.01,0.04,0.12,0.97,22.5,27.53,0.8236943568173851,-5.030000000000001,0.0,0.0,0,20
21570,Ersan İlyasova,MILWAUKEE BUCKS,2020-08-24,AWAY,ORLANDO MAGIC,1.0,0.07,0.04,0.05,0.26,0.02,0.03,0.03,0.03,0.83,10.26,11.2,0.9229508196721312,-0.9399999999999995,0.0,0.0,0,15
21571,Khem Birch,ORLANDO MAGIC,2020-08-24,HOME,MILWAUKEE BUCKS,1.0,0.12,0.01,0.08,0.26,0.08,0.02,0.02,0.05,0.86,14.7,13.27,1.1002102312543798,1.4299999999999997,0.0,0.0,0,7
21572,Anfernee Simons,PORTLAND TRAIL BLAZERS,2020-08-24,HOME,LOS ANGELES LAKERS,1.0,0.06,0.08,0.05,0.08,0.07,0.01,0.03,0.03,0.49,5.17,7.13,0.7589175891758918,-1.96,0.0,0.0,0,10
21573,Jared Dudley,LOS ANGELES LAKERS,2020-08-24,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,23
21574,Markieff Morris,LOS ANGELES LAKERS,2020-08-24,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29
21575,Ben McLemore,HOUSTON ROCKETS,2020-08-24,AWAY,OKLAHOMA CITY THUNDER,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
21576,Alex Caruso,LOS ANGELES LAKERS,2020-08-24,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
21577,Dion Waiters,LOS ANGELES LAKERS,2020-08-24,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15.5
21578,Duncan Robinson,MIAMI HEAT,2020-08-24,HOME,INDIANA PACERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
21579,Terrance Ferguson,OKLAHOMA CITY THUNDER,2020-08-24,HOME,HOUSTON ROCKETS,1.0,0.0,0.05,0.0,0.02,0.06,0.0,0.02,0.01,0.36,4.99,8.8,0.6112244897959184,-3.8100000000000005,0.0,0.0,0,26
21580,Doug McDermott,INDIANA PACERS,2020-08-24,AWAY,MIAMI HEAT,1.0,0.08,0.09,0.05,0.14,0.07,0.01,0.04,0.04,0.69,12.47,4.7,2.363157894736842,7.7700000000000005,0.0,2.412575505697293,0,20
21581,Jaylen Hoard,PORTLAND TRAIL BLAZERS,2020-08-24,HOME,LOS ANGELES LAKERS,1.0,0.15,0.01,0.07,0.29,0.04,0.03,0.03,0.04,0.87,8.21,12.27,0.6940467219291636,-4.059999999999999,0.0,0.0,0,8
21582,Jaylen Adams,PORTLAND TRAIL BLAZERS,2020-08-24,HOME,LOS ANGELES LAKERS,1.0,0.09,0.05,0.06,0.15,0.15,0.02,0.04,0.07,0.79,12.03,16.6,0.740340909090909,-4.570000000000002,0.0,0.0,0,10.5
21583,Wesley Iwundu,ORLANDO MAGIC,2020-08-24,HOME,MILWAUKEE BUCKS,1.0,0.12,0.06,0.11,0.19,0.14,0.02,0.03,0.07,0.76,14.22,12.87,1.0973323720259553,1.3500000000000014,0.0,0.0,0,11
21584,Aaron Holiday,INDIANA PACERS,2020-08-24,AWAY,MIAMI HEAT,1.0,0.12,0.05,0.06,0.14,0.13,0.01,0.05,0.06,0.84,20.23,18.83,1.070600100857287,1.4000000000000021,0.0,0.0,0,1
21585,Austin Rivers,HOUSTON ROCKETS,2020-08-24,AWAY,OKLAHOMA CITY THUNDER,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
21586,J.R. Smith,LOS ANGELES LAKERS,2020-08-24,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20.5
21587,JaKarr Sampson,INDIANA PACERS,2020-08-24,AWAY,MIAMI HEAT,1.0,0.19,0.01,0.07,0.33,0.08,0.03,0.04,0.06,0.95,15.05,14.63,1.0268714011516316,0.41999999999999993,0.0,0.0,0,6
21588,Edmond Sumner,INDIANA PACERS,2020-08-24,AWAY,MIAMI HEAT,1.0,0.09,0.05,0.08,0.13,0.13,0.01,0.03,0.05,0.65,10.62,9.53,1.103513770180437,1.0899999999999999,0.0,0.0,0,1
21589,Jamal Murray,DENVER NUGGETS,2020-08-25,HOME,UTAH JAZZ,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
21590,Paul George,LOS ANGELES CLIPPERS,2020-08-25,HOME,DALLAS MAVERICKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21
21591,Kawhi Leonard,LOS ANGELES CLIPPERS,2020-08-25,HOME,DALLAS MAVERICKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21
21592,Nikola Jokić,DENVER NUGGETS,2020-08-25,HOME,UTAH JAZZ,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,24
21593,Donovan Mitchell,UTAH JAZZ,2020-08-25,AWAY,DENVER NUGGETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
21594,Montrezl Harrell,LOS ANGELES CLIPPERS,2020-08-25,HOME,DALLAS MAVERICKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
21595,Joe Ingles,UTAH JAZZ,2020-08-25,AWAY,DENVER NUGGETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
21596,Maxi Kleber,DALLAS MAVERICKS,2020-08-25,AWAY,LOS ANGELES CLIPPERS,1.0,0.03,0.05,0.02,0.16,0.03,0.02,0.02,0.02,0.6,18.15,20.7,0.8824884792626728,-2.5500000000000007,0.0,0.0,0,23
21597,Tim Hardaway,DALLAS MAVERICKS,2020-08-25,AWAY,LOS ANGELES CLIPPERS,1.0,0.13,0.11,0.11,0.16,0.1,0.01,0.03,0.06,0.78,24.16,28.87,0.8423167057248074,-4.710000000000001,0.0,0.0,0,6
21598,Mike Conley,UTAH JAZZ,2020-08-25,AWAY,DENVER NUGGETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16
21599,Marcus Morris,LOS ANGELES CLIPPERS,2020-08-25,HOME,DALLAS MAVERICKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
21600,Landry Shamet,LOS ANGELES CLIPPERS,2020-08-25,HOME,DALLAS MAVERICKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
21601,Ivica Zubac,LOS ANGELES CLIPPERS,2020-08-25,HOME,DALLAS MAVERICKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
21602,Luka Dončić,DALLAS MAVERICKS,2020-08-25,AWAY,LOS ANGELES CLIPPERS,1.0,0.32,0.12,0.29,0.38,0.37,0.03,0.05,0.18,1.65,56.65,58.67,0.9661471426177308,-2.020000000000003,0.0,0.0,0,4
21603,Delon Wright,DALLAS MAVERICKS,2020-08-25,AWAY,LOS ANGELES CLIPPERS,1.0,0.05,0.02,0.03,0.1,0.15,0.01,0.04,0.05,0.71,12.72,6.3,1.8794520547945206,6.420000000000001,0.0,0.0,0,6
