Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier
54845-111376,SG,John,John Konchar,Konchar,14.44999981,16,3500,DET@MEM,MEM,DET,,,
54845-110365,PF,Alen,Alen Smailagic,Smailagic,8.635714395,14,3500,GS@ORL,GS,ORL,,,
54845-110881,C,Vincent,Vincent Poirier,Poirier,3.825000048,4,3500,CHI@PHI,PHI,CHI,,,
54845-58658,SG,Patrick,Patrick McCaw,McCaw,13.28918952,37,3500,TOR@MIN,TOR,MIN,O,Knee,
54845-110883,PF,Dean,Dean Wade,Wade,4.773913176,23,3500,DEN@CLE,CLE,DEN,,,
54845-110882,SG,Adam,Adam Mokoka,Mokoka,4.114285605,7,3500,CHI@PHI,CHI,PHI,,,
54845-145697,PG,Karim,Karim Mane,Mane,3.416666667,6,3500,GS@ORL,ORL,GS,,,
54845-119602,SF,Jontay,Jontay Porter,Porter,0,,3500,DET@MEM,MEM,DET,,,
54845-20277,SG,Torrey,Torrey Craig,Craig,9.453333537,15,3500,OKC@MIL,MIL,OKC,,,
54845-82744,PG,Shaquille,Shaquille Harrison,Harrison,2.549999952,16,3500,UTA@LAC,UTA,LAC,,,
54845-16197,SG,Chasson,Chasson Randle,Randle,10.89999962,1,3500,GS@ORL,ORL,GS,,,
54845-84808,PG,Jaylen,Jaylen Adams,Adams,1.433333397,6,3500,OKC@MIL,MIL,OKC,,,
54845-17230,SG,Langston,Langston Galloway,Galloway,7.286363775,22,3500,PHO@NO,PHO,NO,,,
54845-145745,C,Will,Will Magnay,Magnay,0,,3500,PHO@NO,NO,PHO,,,
54845-15744,SG,Rodney,Rodney McGruder,McGruder,5.349999905,8,3500,DET@MEM,DET,MEM,,,
54845-15762,SF,Darius,Darius Miller,Miller,7.416666667,12,3500,OKC@MIL,OKC,MIL,,,
54845-145303,SG,Skylar,Skylar Mays,Mays,6.309999847,10,3500,ATL@BOS,ATL,BOS,,,
54845-145819,SF,Naji,Naji Marshall,Marshall,1.633333365,3,3500,PHO@NO,NO,PHO,,,
54845-145304,C,Onyeka,Onyeka Okongwu,Okongwu,9.777777778,9,3500,ATL@BOS,ATL,BOS,,,
54845-145310,PG,Saben,Saben Lee,Lee,5.449999809,8,3500,DET@MEM,DET,MEM,,,
54845-145309,C,Udoka,Udoka Azubuike,Azubuike,3.299999873,12,3500,UTA@LAC,UTA,LAC,,,
54845-145821,SF,Josh,Josh Hall,Hall,4.185714177,7,3500,OKC@MIL,OKC,MIL,,,
54845-145315,SF,Elijah,Elijah Hughes,Hughes,4.549999873,6,3500,UTA@LAC,UTA,LAC,,,
54845-145313,PF,Jordan,Jordan Nwora,Nwora,7.7,10,3500,OKC@MIL,MIL,OKC,,,
54845-80805,PG,Markelle,Markelle Fultz,Fultz,26.1875,8,3500,GS@ORL,ORL,GS,O,Knee,
54845-145317,PG,Sam,Sam Merrill,Merrill,4.555555556,9,3500,OKC@MIL,MIL,OKC,,,
54845-145322,PF,Jalen,Jalen Smith,Smith,4.25,8,3500,PHO@NO,PHO,NO,,,
54845-80811,SF,Jonathan,Jonathan Isaac,Isaac,32.2705868,34,3500,GS@ORL,ORL,GS,O,Knee,
54845-145320,C,Daniel,Daniel Oturu,Oturu,4.979999924,10,3500,UTA@LAC,LAC,UTA,,,
54845-145327,PG,Cole,Cole Anthony,Anthony,23.28800049,25,3500,GS@ORL,ORL,GS,,,
54845-145330,PG,Isaiah,Isaiah Joe,Joe,9.393750191,16,3500,CHI@PHI,PHI,CHI,,,
54845-145331,SG,Tyrese,Tyrese Maxey,Maxey,14.80714308,28,3500,CHI@PHI,PHI,CHI,,,
54845-80820,SG,Terrance,Terrance Ferguson,Ferguson,0.457142864,7,3500,CHI@PHI,PHI,CHI,,,
54845-80823,PF,Tony,Tony Bradley,Bradley,13.6,10,3500,CHI@PHI,PHI,CHI,,,
54845-9655,SF,JJ,JJ Redick,Redick,12.06400024,25,3500,PHO@NO,NO,PHO,,,
54845-58295,PF,D.J.,D.J. Wilson,Wilson,7.590000153,10,3500,OKC@MIL,MIL,OKC,,,
54845-145333,SG,Aaron,Aaron Nesmith,Nesmith,7.576923077,13,3500,ATL@BOS,BOS,ATL,,,
54845-80825,PF,Isaiah,Isaiah Hartenstein,Hartenstein,11.01111094,18,3500,DEN@CLE,DEN,CLE,,,
54845-80824,PG,Frank,Frank Jackson,Jackson,4,7,3500,DET@MEM,DET,MEM,,,
54845-145343,PG,Jalen,Jalen Harris,Harris,0.100000001,2,3500,TOR@MIN,TOR,MIN,,,
54845-145341,SG,Isaac,Isaac Okoro,Okoro,16.37083308,24,3500,DEN@CLE,CLE,DEN,,,
54845-145344,PG,Malachi,Malachi Flynn,Flynn,5.523077158,13,3500,TOR@MIN,TOR,MIN,,,
54845-145345,PG,Nico,Nico Mannion,Mannion,6.766666412,6,3500,GS@ORL,GS,ORL,,,
54845-18376,SG,Damion,Damion Lee,Lee,14.19310366,29,3500,GS@ORL,GS,ORL,,,
54845-145354,SG,Devon,Devon Dotson,Dotson,5.199999809,1,3500,CHI@PHI,CHI,PHI,,,
54845-145352,SG,Trent,Trent Forrest,Forrest,2.674999952,4,3500,UTA@LAC,UTA,LAC,,,
54845-145358,PG,Markus,Markus Howard,Howard,2.178571429,14,3500,DEN@CLE,DEN,CLE,,,
54845-145356,SF,Sean,Sean McDermott,McDermott,6.516666412,6,3500,DET@MEM,MEM,DET,,,
54845-145357,PF,Lamar,Lamar Stevens,Stevens,10.92777761,18,3500,DEN@CLE,CLE,DEN,,,
54845-101331,PF,Gary,Gary Clark,Clark,10.25384639,26,3500,GS@ORL,ORL,GS,,,
54845-116178,PG,Rayjon,Rayjon Tucker,Tucker,4.575,20,3500,CHI@PHI,PHI,CHI,,,
54845-85466,PF,Wenyen,Wenyen Gabriel,Gabriel,2.100000064,3,3500,PHO@NO,NO,PHO,,,
54845-16368,PF,Mike,Mike Scott,Scott,8.300000277,11,3500,CHI@PHI,PHI,CHI,,,
54845-63478,C,Cristiano,Cristiano Felicio,Felicio,5.983333588,6,3500,CHI@PHI,CHI,PHI,,,
54845-96763,PG,Brandon,Brandon Goodwin,Goodwin,9.631817904,22,3500,ATL@BOS,ATL,BOS,,,
