PLAYER,TEAM,GP,POSS,FREQ,PPP,PTS,FGM,FGA,FG%,EFG%,FT FREQ,TOV FREQ,SF FREQ,AND ONE FREQ,SCORE FREQ,PERCENTILE
Shelvin Mack,MEM,53,0.7,7.90%,0.47,0.3,0.5,0.6,18.80%,20.30%,7.90%,7.90%,8.00%,0.00%,23.70%,3.5
Vince Carter,ATL,76,0.2,3.00%,1.06,0.2,0.1,0.2,35.70%,50.00%,12.50%,0.00%,6.00%,0.00%,43.80%,86.5
Jevon Carter,MEM,39,0.5,9.10%,0.81,0.4,0.3,0.4,26.70%,36.70%,14.30%,14.30%,10.00%,0.00%,33.30%,41.5
Wayne Selden,CHI,43,0.5,5.20%,0.81,0.4,0.2,0.4,41.20%,44.10%,4.80%,14.30%,5.00%,0.00%,38.10%,41.5
Joakim Noah,MEM,42,0.5,6.60%,0.81,0.4,0.1,0.3,53.80%,53.80%,9.50%,28.60%,5.00%,0.00%,42.90%,41.5
David Nwaba,CLE,51,0.4,6.60%,0.77,0.3,0.2,0.3,26.70%,26.70%,27.30%,4.50%,27.00%,0.00%,45.50%,33.7
Gordon Hayward,BOS,72,0.3,3.00%,0.68,0.2,0.2,0.3,35.00%,37.50%,8.00%,12.00%,8.00%,0.00%,32.00%,22.1
Elfrid Payton,NOP,42,0.6,4.90%,0.63,0.4,0.4,0.5,26.10%,26.10%,11.10%,7.40%,7.00%,3.70%,29.60%,17
Jaylen Brown,BOS,74,0.4,3.00%,0.59,0.2,0.2,0.3,30.40%,32.60%,6.90%,17.20%,3.00%,3.40%,27.60%,12.1
Devonte' Graham,CHA,46,0.7,12.00%,0.53,0.4,0.4,0.5,16.70%,16.70%,18.80%,6.30%,19.00%,0.00%,31.30%,6.6
Abdel Nader,OKC,60,0.2,4.90%,1.33,0.3,0,0.2,77.80%,83.30%,8.30%,16.70%,8.00%,0.00%,66.70%,98.3
Nik Stauskas,POR,44,0.3,4.90%,1.14,0.4,0.1,0.3,50.00%,58.30%,7.10%,7.10%,7.00%,0.00%,50.00%,93.8
Michael Kidd-Gilchrist,CHA,64,0.2,3.50%,1.07,0.3,0.1,0.2,45.50%,45.50%,26.70%,6.70%,27.00%,6.70%,53.30%,88.5
Darius Miller,NOP,69,0.2,2.70%,1.07,0.2,0.1,0.2,46.20%,57.70%,6.70%,6.70%,7.00%,0.00%,46.70%,88.5
Garrett Temple,MEM,49,0.3,3.20%,1.07,0.3,0.1,0.3,50.00%,57.10%,0.00%,6.70%,0.00%,0.00%,46.70%,88.5
Matthew Dellavedova,CLE,36,0.4,5.00%,1.07,0.4,0.1,0.3,54.50%,54.50%,20.00%,13.30%,7.00%,6.70%,53.30%,88.5
Frank Ntilikina,NYK,43,0.5,6.00%,0.76,0.4,0.3,0.4,33.30%,33.30%,9.50%,4.80%,10.00%,0.00%,38.10%,32.9
Nemanja Bjelica,SAC,77,0.3,3.10%,0.73,0.2,0.1,0.2,28.60%,32.10%,22.70%,18.20%,18.00%,4.50%,36.40%,28
Kentavious Caldwell-Pope,LAL,82,0.3,2.50%,0.73,0.2,0.2,0.2,25.00%,30.00%,9.10%,0.00%,9.00%,0.00%,31.80%,28
Patrick Beverley,LAC,78,0.3,3.90%,0.67,0.2,0.2,0.2,25.00%,28.10%,20.80%,12.50%,21.00%,0.00%,37.50%,20.7
Alex Caruso,LAL,25,0.5,5.30%,1.15,0.6,0.2,0.4,60.00%,70.00%,7.70%,15.40%,8.00%,0.00%,53.80%,94.1
Isaiah Briscoe,ORL,39,0.4,8.30%,1,0.4,0.1,0.3,58.30%,58.30%,13.30%,13.30%,7.00%,6.70%,53.30%,80.1
Isaiah Canaan,PHX,19,0.8,9.80%,0.94,0.8,0.5,0.7,28.60%,39.30%,12.50%,0.00%,12.00%,0.00%,37.50%,67.5
Ryan Arcidiacono,CHI,81,0.2,3.20%,0.88,0.2,0.1,0.2,28.60%,28.60%,23.50%,0.00%,18.00%,5.90%,41.20%,55.9
Gerald Green,HOU,73,0.3,3.50%,0.65,0.2,0.2,0.3,25.00%,30.00%,4.30%,8.70%,4.00%,0.00%,26.10%,19.4
Tomas Satoransky,WAS,80,0.3,3.30%,0.63,0.2,0.1,0.2,35.30%,38.20%,8.30%,20.80%,8.00%,0.00%,33.30%,16
Tim Hardaway Jr.,DAL,19,0.7,4.20%,1.08,0.7,0.3,0.6,45.50%,54.50%,7.70%,7.70%,8.00%,0.00%,46.20%,89.9
Nikola Mirotic,NOP,32,0.5,3.10%,0.93,0.4,0.3,0.4,42.90%,50.00%,0.00%,6.70%,0.00%,0.00%,40.00%,66.3
Josh Okogie,MIN,74,0.2,2.80%,0.78,0.2,0.1,0.2,25.00%,25.00%,22.20%,11.10%,22.00%,0.00%,38.90%,35.1
Taj Gibson,MIN,71,0.3,2.60%,0.78,0.2,0.1,0.2,35.70%,35.70%,16.70%,5.60%,17.00%,0.00%,44.40%,35.1
Kyle Anderson,MEM,43,0.5,5.60%,0.7,0.3,0.2,0.4,43.80%,43.80%,10.00%,15.00%,10.00%,5.00%,35.00%,24.6
Elie Okobo,PHX,53,0.5,6.90%,0.54,0.3,0.3,0.4,21.70%,26.10%,7.70%,3.80%,4.00%,0.00%,26.90%,6.9
MarShon Brooks,MEM,29,0.9,13.20%,0.52,0.5,0.6,0.7,19.00%,23.80%,11.10%,11.10%,7.00%,0.00%,25.90%,5.9
Avery Bradley,MEM,14,0.7,4.40%,1.3,0.9,0.3,0.7,60.00%,65.00%,0.00%,0.00%,0.00%,0.00%,60.00%,97.9
Christian Wood,NOP,8,1.5,9.70%,1.08,1.6,0.5,1.1,55.60%,55.60%,16.70%,8.30%,17.00%,0.00%,58.30%,91
Theo Pinson,BKN,18,0.7,12.00%,1.08,0.7,0.3,0.6,45.50%,59.10%,0.00%,8.30%,0.00%,0.00%,41.70%,91
Raul Neto,UTA,37,0.4,6.20%,1,0.4,0.2,0.3,45.50%,50.00%,7.70%,7.70%,8.00%,0.00%,46.20%,80.1
Tyler Dorsey,MEM,21,0.7,6.80%,0.93,0.6,0.3,0.5,45.50%,45.50%,14.30%,7.10%,14.00%,0.00%,50.00%,64.6
Bruce Brown,DET,74,0.2,3.90%,0.87,0.2,0.1,0.2,50.00%,50.00%,13.30%,13.30%,13.00%,6.70%,40.00%,54.5
Jeremy Lin,ATL,51,0.3,2.90%,0.81,0.3,0.2,0.3,30.80%,30.80%,25.00%,0.00%,25.00%,6.30%,37.50%,43.1
Kevin Love,CLE,23,0.7,4.30%,0.81,0.6,0.4,0.6,30.80%,34.60%,12.50%,6.30%,12.00%,0.00%,37.50%,43.1
E'Twaun Moore,NOP,53,0.4,3.40%,0.62,0.2,0.3,0.4,25.00%,32.50%,0.00%,4.80%,0.00%,0.00%,23.80%,15.6
Miles Bridges,CHA,80,0.3,4.60%,0.48,0.2,0.2,0.3,21.70%,23.90%,7.40%,7.40%,7.00%,0.00%,22.20%,3.8
Chandler Parsons,MEM,25,0.4,4.40%,1.2,0.5,0.1,0.2,50.00%,66.70%,20.00%,20.00%,10.00%,0.00%,50.00%,96.2
Dwight Powell,DAL,77,0.1,1.50%,1.2,0.2,0,0.1,66.70%,66.70%,20.00%,20.00%,20.00%,0.00%,60.00%,96.2
Jeremy Lin,TOR,23,0.5,6.00%,1,0.5,0.3,0.5,45.50%,45.50%,8.30%,0.00%,8.00%,0.00%,50.00%,80.1
Patty Mills,SAS,82,0.2,1.60%,0.92,0.1,0.1,0.1,40.00%,50.00%,15.40%,7.70%,8.00%,0.00%,46.20%,63
Delon Wright,TOR,49,0.3,4.20%,0.8,0.2,0.2,0.3,30.80%,38.50%,6.70%,6.70%,7.00%,0.00%,33.30%,38.5
Serge Ibaka,TOR,74,0.2,1.40%,0.8,0.2,0.1,0.2,46.20%,46.20%,0.00%,13.30%,0.00%,0.00%,40.00%,38.5
Frank Mason,SAC,38,0.4,6.90%,0.75,0.3,0.2,0.3,36.40%,40.90%,18.80%,18.80%,12.00%,6.30%,31.30%,31
Shaun Livingston,GSW,64,0.3,5.90%,0.75,0.2,0.2,0.3,37.50%,37.50%,0.00%,0.00%,0.00%,0.00%,37.50%,31
DeMarcus Cousins,GSW,32,0.5,3.40%,0.71,0.4,0.2,0.3,40.00%,40.00%,23.50%,17.60%,24.00%,0.00%,41.20%,25
Wesley Matthews,DAL,44,0.4,3.30%,0.63,0.3,0.2,0.3,33.30%,40.00%,0.00%,21.10%,0.00%,0.00%,26.30%,18
Jordan Bell,GSW,68,0.3,7.90%,0.6,0.2,0.2,0.3,30.00%,30.00%,0.00%,0.00%,0.00%,0.00%,30.00%,12.7
Gorgui Dieng,MIN,77,0.3,4.40%,0.57,0.2,0.2,0.2,25.00%,25.00%,9.50%,14.30%,10.00%,0.00%,28.60%,9.1
Tristan Thompson,CLE,43,0.5,4.30%,0.57,0.3,0.3,0.5,30.00%,30.00%,0.00%,4.80%,0.00%,0.00%,28.60%,9.1
Jerami Grant,OKC,79,0.3,2.20%,0.57,0.2,0.2,0.2,31.60%,31.60%,0.00%,9.50%,0.00%,0.00%,28.60%,9.1
JaVale McGee,LAL,75,0.3,2.80%,0.52,0.2,0.1,0.2,37.50%,37.50%,4.30%,26.10%,4.00%,0.00%,26.10%,6.2
Markieff Morris,WAS,34,0.3,2.50%,1.1,0.3,0.1,0.3,50.00%,55.00%,0.00%,0.00%,0.00%,0.00%,50.00%,92.4
George Hill,CLE,14,0.9,9.00%,0.92,0.8,0.5,0.9,41.70%,45.80%,0.00%,0.00%,0.00%,0.00%,41.70%,62
Justin Holiday,CHI,38,0.3,2.60%,0.92,0.3,0.1,0.2,44.40%,55.60%,8.30%,16.70%,8.00%,0.00%,41.70%,62
Andrew Harrison,CLE,10,1.2,21.80%,0.92,1.1,0.5,0.9,44.40%,50.00%,8.30%,16.70%,8.00%,0.00%,41.70%,62
Bam Adebayo,MIA,82,0.2,1.80%,0.85,0.1,0.1,0.1,45.50%,45.50%,7.70%,7.70%,8.00%,0.00%,46.20%,51.4
Aaron Holiday,IND,50,0.3,4.00%,0.85,0.2,0.1,0.2,41.70%,45.80%,0.00%,0.00%,8.00%,0.00%,38.50%,51.4
Myles Turner,IND,74,0.2,1.60%,0.69,0.1,0.1,0.2,33.30%,36.70%,6.30%,0.00%,6.00%,0.00%,31.30%,22.9
Ricky Rubio,UTA,68,0.2,1.60%,0.69,0.2,0.1,0.2,28.60%,32.10%,6.30%,6.30%,6.00%,0.00%,31.30%,22.9
Wilson Chandler,PHI,36,0.5,6.70%,0.65,0.3,0.3,0.4,33.30%,36.70%,0.00%,11.80%,0.00%,0.00%,29.40%,18.8
Jonas Valanciunas,MEM,19,0.9,4.50%,0.65,0.6,0.5,0.7,28.60%,28.60%,11.80%,11.80%,12.00%,5.90%,29.40%,18.8
Frank Jackson,NOP,61,0.3,3.60%,0.58,0.2,0.2,0.3,26.30%,28.90%,0.00%,0.00%,0.00%,0.00%,26.30%,10.4
T.J. McConnell,PHI,76,0.1,1.90%,1,0.1,0.1,0.1,55.60%,55.60%,0.00%,10.00%,0.00%,0.00%,50.00%,80.1
Stanley Johnson,NOP,18,0.6,8.30%,1,0.6,0.2,0.4,50.00%,50.00%,10.00%,10.00%,0.00%,0.00%,50.00%,80.1
Mike Scott,LAC,52,0.2,4.20%,0.91,0.2,0.1,0.2,45.50%,45.50%,0.00%,0.00%,0.00%,0.00%,45.50%,60.5
Bobby Portis,WAS,28,0.4,2.60%,0.91,0.4,0.2,0.4,40.00%,40.00%,9.10%,0.00%,9.00%,0.00%,45.50%,60.5
Cody Zeller,CHA,49,0.2,2.60%,0.83,0.2,0.1,0.2,41.70%,41.70%,0.00%,0.00%,0.00%,0.00%,41.70%,48.6
Tim Frazier,NOP,47,0.3,5.10%,0.71,0.2,0.1,0.3,41.70%,41.70%,0.00%,14.30%,0.00%,0.00%,35.70%,26
Draymond Green,GSW,66,0.2,2.60%,0.63,0.2,0.2,0.2,23.10%,26.90%,18.80%,0.00%,19.00%,0.00%,31.30%,16
Jerryd Bayless,MIN,34,0.7,8.80%,0.42,0.3,0.5,0.7,21.70%,21.70%,0.00%,4.20%,0.00%,0.00%,20.80%,2.4
Rodney McGruder,MIA,66,0.2,1.80%,0.9,0.1,0.1,0.1,37.50%,43.80%,20.00%,10.00%,10.00%,10.00%,40.00%,57.6
Marc Gasol,MEM,53,0.2,1.30%,0.75,0.2,0.1,0.2,40.00%,45.00%,0.00%,16.70%,0.00%,0.00%,33.30%,31
Zaza Pachulia,DET,68,0.2,3.90%,0.75,0.1,0.1,0.1,28.60%,28.60%,25.00%,16.70%,25.00%,0.00%,41.70%,31
Kadeem Allen,NYK,19,0.7,6.80%,0.69,0.5,0.3,0.4,25.00%,25.00%,23.10%,15.40%,23.00%,0.00%,38.50%,23.9
Bobby Portis,CHI,22,0.8,5.50%,0.5,0.4,0.5,0.7,25.00%,25.00%,5.60%,5.60%,6.00%,0.00%,27.80%,4.2
Trevor Ariza,PHX,26,0.4,3.60%,0.8,0.3,0.1,0.2,50.00%,66.70%,0.00%,40.00%,0.00%,0.00%,30.00%,38.5
Dirk Nowitzki,DAL,51,0.2,2.70%,0.73,0.2,0.1,0.2,30.00%,30.00%,9.10%,0.00%,0.00%,0.00%,36.40%,28
Kevon Looney,GSW,80,0.1,2.50%,0.73,0.1,0.1,0.1,37.50%,37.50%,18.20%,9.10%,18.00%,0.00%,36.40%,28
Larry Nance Jr.,CLE,67,0.2,1.90%,0.67,0.1,0.1,0.1,30.00%,35.00%,8.30%,8.30%,8.00%,0.00%,33.30%,20.7
Kelly Oubre Jr.,WAS,29,0.4,3.50%,0.62,0.3,0.3,0.4,27.30%,36.40%,0.00%,15.40%,0.00%,0.00%,23.10%,14.9
Enes Kanter,NYK,44,0.3,2.20%,0.62,0.2,0.2,0.3,36.40%,36.40%,0.00%,15.40%,0.00%,0.00%,30.80%,14.9
Otto Porter Jr.,WAS,41,0.3,2.40%,0.58,0.2,0.2,0.3,25.00%,25.00%,8.30%,0.00%,8.00%,8.30%,25.00%,11.1
Ivan Rabb,MEM,49,0.2,4.30%,0.58,0.1,0.2,0.2,27.30%,27.30%,8.30%,0.00%,8.00%,0.00%,33.30%,11.1
Jusuf Nurkic,POR,72,0.2,1.00%,0.58,0.1,0.1,0.1,20.00%,20.00%,16.70%,8.30%,17.00%,8.30%,25.00%,11.1
Dario Saric,MIN,68,0.2,1.90%,0.54,0.1,0.1,0.1,0.00%,0.00%,30.80%,15.40%,31.00%,0.00%,30.80%,6.9
Maurice Harkless,POR,60,0.2,3.00%,0.5,0.1,0.2,0.2,16.70%,16.70%,14.30%,0.00%,14.00%,0.00%,28.60%,4.2
Wes Iwundu,ORL,68,0.2,3.80%,0.5,0.1,0.1,0.1,11.10%,11.10%,21.40%,14.30%,14.00%,0.00%,28.60%,4.2
John Collins,ATL,60,0.4,2.30%,0.29,0.1,0.3,0.4,14.30%,14.30%,8.30%,8.30%,8.00%,4.20%,12.50%,0.7
Wayne Selden,MEM,31,0.3,5.10%,0.6,0.2,0.2,0.2,14.30%,21.40%,20.00%,10.00%,20.00%,0.00%,30.00%,12.7
Jae Crowder,UTA,80,0.1,1.00%,0.6,0.1,0.1,0.1,22.20%,33.30%,10.00%,10.00%,10.00%,10.00%,20.00%,12.7
Tim Frazier,MIL,12,0.8,11.50%,0.6,0.5,0.6,0.8,22.20%,22.20%,10.00%,0.00%,0.00%,0.00%,30.00%,12.7
Mo Bamba,ORL,47,0.2,3.20%,0.6,0.1,0.1,0.2,30.00%,30.00%,0.00%,0.00%,0.00%,0.00%,30.00%,12.7
Pat Connaughton,MIL,61,0.2,2.80%,0.55,0.1,0.1,0.1,22.20%,22.20%,9.10%,9.10%,0.00%,0.00%,27.30%,8
Alex Len,ATL,76,0.2,1.50%,0.5,0.1,0.1,0.1,27.30%,27.30%,0.00%,8.30%,0.00%,0.00%,25.00%,4.2
Danny Green,TOR,80,0.2,1.70%,0.5,0.1,0.1,0.1,20.00%,20.00%,8.30%,8.30%,8.00%,0.00%,25.00%,4.2
Hassan Whiteside,MIA,72,0.2,1.50%,0.46,0.1,0.1,0.2,27.30%,27.30%,7.70%,7.70%,8.00%,0.00%,23.10%,3.1
Troy Brown Jr.,WAS,52,0.3,5.30%,0.4,0.1,0.2,0.3,15.40%,15.40%,13.30%,0.00%,13.00%,0.00%,26.70%,1.7
Andre Iguodala,GSW,68,0.2,3.10%,0.42,0.1,0.1,0.2,18.20%,22.70%,0.00%,8.30%,0.00%,0.00%,16.70%,2.4
Malik Beasley,DEN,81,0.2,1.70%,0.36,0.1,0.1,0.2,7.70%,11.50%,7.10%,0.00%,7.00%,0.00%,14.30%,1
JaMychal Green,MEM,41,0.2,2.40%,0.4,0.1,0.1,0.2,25.00%,25.00%,0.00%,20.00%,0.00%,0.00%,20.00%,1.7
Sterling Brown,MIL,58,0.2,2.90%,0.36,0.1,0.1,0.1,14.30%,21.40%,9.10%,27.30%,9.00%,0.00%,18.20%,1.4
Dorian Finney-Smith,DAL,81,0.2,2.90%,0.21,0,0.1,0.2,7.70%,7.70%,5.30%,26.30%,5.00%,0.00%,10.50%,0.3
Avery Bradley,LAC,49,0.2,2.20%,0.18,0,0.2,0.2,9.10%,9.10%,0.00%,0.00%,0.00%,0.00%,9.10%,0
