,index,slug,name_x,team_x,location_x,opponent_x,outcome,seconds_played,made_field_goals_x,attempted_field_goals_x,made_three_point_field_goals_x,attempted_three_point_field_goals_x,made_free_throws_x,attempted_free_throws_x,offensive_rebounds_x,defensive_rebounds_x,assists_x,steals_x,blocks_x,turnovers_x,personal_fouls,game_score,Date,Team Defensive Rating,Team Pace,Team Turnover %,Opponent Defensive Rating,Opponent Pace,Opponent Turnover %,attempted_two_point_field_goals_x,made_two_point_field_goals_x,total_rebounds,at_home,indexr,name_y,team_y,date,location_y,opponent_y,made_field_goals_y,made_two_point_field_goals_y,attempted_two_point_field_goals_y,attempted_field_goals_y,made_three_point_field_goals_y,attempted_three_point_field_goals_y,attempted_free_throws_y,made_free_throws_y,offensive_rebounds_y,defensive_rebounds_y,assists_y,blocks_y,turnovers_y,steals_y
641,641,harremo01,Montrezl Harrell,LOS ANGELES CLIPPERS,HOME,NEW YORK KNICKS,WIN,2156,13,21,0,0,8,12,2,4,3,0,0,3,3,23.4,2020-01-05,111.5,101.7,12.7,113.7,99.6,12.4,21,13,6,True,641,Montrezl Harrell,LOS ANGELES CLIPPERS,2020-01-05,HOME,NEW YORK KNICKS,10.11,10.11,16.0,16.44,0.0,0.44,9.56,5.56,2.0,4.78,1.67,1.33,1.56,0.0
642,642,exumda01,Dante Exum,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,1450,11,13,4,4,2,2,0,3,2,1,0,3,1,23.2,2020-01-05,117.6,96.6,12.2,112.9,100.2,11.4,9,7,3,True,642,Dante Exum,CLEVELAND CAVALIERS,2020-01-05,HOME,MINNESOTA TIMBERWOLVES,2.0,1.0,1.89,3.89,1.0,2.0,0.89,0.89,0.0,2.78,2.0,0.0,0.56,0.0
643,643,willilo02,Lou Williams,LOS ANGELES CLIPPERS,HOME,NEW YORK KNICKS,WIN,2102,9,18,6,10,8,8,1,1,9,0,0,7,1,22.9,2020-01-05,111.5,101.7,12.7,113.7,99.6,12.4,8,3,2,True,643,Lou Williams,LOS ANGELES CLIPPERS,2020-01-05,HOME,NEW YORK KNICKS,8.67,6.78,12.78,16.56,1.89,3.78,3.89,3.89,0.56,2.78,6.11,0.0,3.44,0.44
644,644,napiesh01,Shabazz Napier,MINNESOTA TIMBERWOLVES,AWAY,CLEVELAND CAVALIERS,WIN,1805,8,10,2,3,3,3,1,1,7,1,0,1,2,22.3,2020-01-05,112.9,100.2,11.4,117.6,96.6,12.2,7,6,2,False,644,Shabazz Napier,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,7.0,4.11,5.44,10.78,2.89,5.33,5.11,4.0,0.56,3.78,5.22,1.0,3.11,1.11
645,645,whiteha01,Hassan Whiteside,PORTLAND TRAIL BLAZERS,AWAY,MIAMI HEAT,LOSS,1927,9,12,0,0,3,3,5,13,0,0,2,1,5,22.0,2020-01-05,110.5,99.1,12.1,107.6,98.2,13.1,12,9,18,False,645,Hassan Whiteside,PORTLAND TRAIL BLAZERS,2020-01-05,AWAY,MIAMI HEAT,7.11,7.11,13.56,13.56,0.0,0.0,7.56,6.11,7.56,9.44,0.56,4.11,0.56,0.89
646,646,rosede01,Derrick Rose,DETROIT PISTONS,AWAY,LOS ANGELES LAKERS,LOSS,1733,8,19,2,3,10,10,1,2,5,1,1,2,3,21.2,2020-01-05,109.2,97.4,12.3,109.5,103.2,13.4,16,6,3,False,646,Derrick Rose,DETROIT PISTONS,2020-01-05,AWAY,LOS ANGELES LAKERS,7.78,7.22,12.44,15.56,0.56,3.11,2.33,2.33,0.0,2.0,3.78,0.0,2.67,0.56
647,647,georgpa01,Paul George,LOS ANGELES CLIPPERS,HOME,NEW YORK KNICKS,WIN,1563,9,14,5,6,9,11,0,4,3,2,0,7,6,20.9,2020-01-05,111.5,101.7,12.7,113.7,99.6,12.4,8,4,4,True,647,Paul George,LOS ANGELES CLIPPERS,2020-01-05,HOME,NEW YORK KNICKS,4.87,2.3,6.99,12.54,2.57,5.55,1.21,0.73,0.19,3.61,3.07,0.46,1.36,0.71
648,648,adebaba01,Bam Adebayo,MIAMI HEAT,HOME,PORTLAND TRAIL BLAZERS,WIN,2133,9,10,0,0,2,6,4,4,6,1,1,3,3,20.7,2020-01-05,107.6,98.2,13.1,110.5,99.1,12.1,10,9,8,True,648,Bam Adebayo,MIAMI HEAT,2020-01-05,HOME,PORTLAND TRAIL BLAZERS,5.89,5.89,8.0,8.0,0.0,0.0,3.67,2.67,3.67,8.11,1.44,1.56,2.89,0.56
649,649,barrerj01,RJ Barrett,NEW YORK KNICKS,AWAY,LOS ANGELES CLIPPERS,LOSS,2196,7,11,1,2,9,11,1,5,0,1,1,1,4,19.6,2020-01-05,113.7,99.6,12.4,111.5,101.7,12.7,9,6,6,False,649,RJ Barrett,NEW YORK KNICKS,2020-01-05,AWAY,LOS ANGELES CLIPPERS,3.0,2.0,5.78,10.89,1.0,5.11,2.67,1.67,1.11,2.89,1.11,0.56,3.56,1.11
650,650,jamesle01,LeBron James,LOS ANGELES LAKERS,HOME,DETROIT PISTONS,WIN,2101,10,21,0,3,1,2,3,11,11,0,0,3,2,19.2,2020-01-05,109.5,103.2,13.4,109.2,97.4,12.3,18,10,14,True,650,LeBron James,LOS ANGELES LAKERS,2020-01-05,HOME,DETROIT PISTONS,8.78,7.78,15.33,18.78,1.0,3.44,8.11,4.67,0.89,9.33,13.67,0.44,3.33,2.0
651,651,gallola01,Langston Galloway,DETROIT PISTONS,AWAY,LOS ANGELES LAKERS,LOSS,1362,5,7,3,5,0,1,0,5,4,2,0,0,0,16.0,2020-01-05,109.2,97.4,12.3,109.5,103.2,13.4,2,2,5,False,651,Langston Galloway,DETROIT PISTONS,2020-01-05,AWAY,LOS ANGELES LAKERS,2.89,1.89,3.44,7.78,1.0,4.33,1.89,1.44,0.44,1.0,1.0,0.0,1.0,2.0
652,652,jonesde02,Derrick Jones,MIAMI HEAT,HOME,PORTLAND TRAIL BLAZERS,WIN,2175,8,17,1,4,2,2,2,4,2,1,2,0,2,15.9,2020-01-05,107.6,98.2,13.1,110.5,99.1,12.1,13,7,6,True,652,Derrick Jones,MIAMI HEAT,2020-01-05,HOME,PORTLAND TRAIL BLAZERS,2.89,2.0,4.56,9.67,0.89,5.11,0.56,0.56,0.44,3.33,0.0,0.44,0.89,1.44
653,653,zizican01,Ante Žižić,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,1475,6,7,0,0,3,4,4,8,2,1,0,3,2,15.9,2020-01-05,117.6,96.6,12.2,112.9,100.2,11.4,7,6,12,True,653,Ante Žižić,CLEVELAND CAVALIERS,2020-01-05,HOME,MINNESOTA TIMBERWOLVES,2.15,2.15,3.24,3.24,0.0,0.0,0.19,0.19,0.15,2.25,0.95,0.24,1.15,0.31
654,654,culveja01,Jarrett Culver,MINNESOTA TIMBERWOLVES,AWAY,CLEVELAND CAVALIERS,WIN,1688,6,11,2,4,0,1,3,0,3,4,2,1,4,15.3,2020-01-05,112.9,100.2,11.4,117.6,96.6,12.2,7,4,3,False,654,Jarrett Culver,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,4.44,3.89,7.33,14.0,0.56,6.67,1.56,0.56,2.67,3.67,2.78,0.44,2.56,1.0
655,655,bridgmi01,Mikal Bridges,PHOENIX SUNS,HOME,MEMPHIS GRIZZLIES,LOSS,1888,4,7,1,2,3,3,1,4,3,3,1,1,3,14.2,2020-01-05,115.1,100.5,13.8,108.8,96.6,12.9,5,3,5,True,655,Mikal Bridges,PHOENIX SUNS,2020-01-05,HOME,MEMPHIS GRIZZLIES,1.44,1.44,2.0,3.89,0.0,1.89,1.11,1.11,0.0,5.33,0.44,0.44,0.56,1.11
656,656,jacksja02,Jaren Jackson,MEMPHIS GRIZZLIES,AWAY,PHOENIX SUNS,WIN,1855,6,14,3,8,0,0,1,7,3,1,3,1,3,13.4,2020-01-05,108.8,96.6,12.9,115.1,100.5,13.8,6,3,8,False,656,Jaren Jackson,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,8.11,5.11,7.78,11.78,3.0,4.0,2.67,2.11,2.56,3.89,0.89,2.22,2.44,0.44
657,657,aytonde01,Deandre Ayton,PHOENIX SUNS,HOME,MEMPHIS GRIZZLIES,LOSS,1902,7,14,0,0,0,0,3,9,4,1,2,2,5,13.0,2020-01-05,115.1,100.5,13.8,108.8,96.6,12.9,14,7,12,True,657,Deandre Ayton,PHOENIX SUNS,2020-01-05,HOME,MEMPHIS GRIZZLIES,5.89,5.89,11.89,11.89,0.0,0.0,4.22,3.67,2.33,11.11,3.67,1.0,1.44,0.44
658,658,johnsja01,James Johnson,MIAMI HEAT,HOME,PORTLAND TRAIL BLAZERS,WIN,1314,4,5,2,2,2,4,2,4,2,0,2,1,2,12.9,2020-01-05,107.6,98.2,13.1,110.5,99.1,12.1,3,2,6,True,658,James Johnson,MIAMI HEAT,2020-01-05,HOME,PORTLAND TRAIL BLAZERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,659,simonan01,Anfernee Simons,PORTLAND TRAIL BLAZERS,AWAY,MIAMI HEAT,LOSS,2063,8,15,2,6,1,1,0,4,4,0,0,3,0,12.7,2020-01-05,110.5,99.1,12.1,107.6,98.2,13.1,9,6,4,False,659,Anfernee Simons,PORTLAND TRAIL BLAZERS,2020-01-05,AWAY,MIAMI HEAT,1.0,1.0,4.33,5.78,0.0,1.44,0.89,0.44,0.56,1.89,1.89,0.0,1.0,0.44
660,660,covinro01,Robert Covington,MINNESOTA TIMBERWOLVES,AWAY,CLEVELAND CAVALIERS,WIN,2031,5,13,4,10,1,2,0,4,2,4,0,1,2,12.3,2020-01-05,112.9,100.2,11.4,117.6,96.6,12.2,3,1,4,False,660,Robert Covington,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,5.33,2.67,3.11,10.11,2.67,7.0,0.89,0.89,1.11,9.33,2.44,1.56,0.44,2.44
661,661,oubreke01,Kelly Oubre,PHOENIX SUNS,HOME,MEMPHIS GRIZZLIES,LOSS,2309,6,18,1,7,4,4,2,8,2,1,0,0,2,12.2,2020-01-05,115.1,100.5,13.8,108.8,96.6,12.9,11,5,10,True,661,Kelly Oubre,PHOENIX SUNS,2020-01-05,HOME,MEMPHIS GRIZZLIES,10.11,6.0,9.0,15.11,4.11,6.11,5.78,3.33,1.89,3.56,1.89,0.0,0.44,3.0
662,662,carusal01,Alex Caruso,LOS ANGELES LAKERS,HOME,DETROIT PISTONS,WIN,1445,5,9,0,0,3,5,1,2,3,2,0,1,2,11.5,2020-01-05,109.5,103.2,13.4,109.2,97.4,12.3,9,5,3,True,662,Alex Caruso,LOS ANGELES LAKERS,2020-01-05,HOME,DETROIT PISTONS,2.23,1.96,3.78,5.43,0.27,1.65,1.86,0.9,0.3,2.94,3.44,0.66,0.66,1.24
663,663,leoname01,Meyers Leonard,MIAMI HEAT,HOME,PORTLAND TRAIL BLAZERS,WIN,1408,4,8,3,7,0,0,0,9,3,0,0,0,1,11.4,2020-01-05,107.6,98.2,13.1,110.5,99.1,12.1,1,1,9,True,663,Meyers Leonard,MIAMI HEAT,2020-01-05,HOME,PORTLAND TRAIL BLAZERS,3.0,1.44,2.89,7.56,1.56,4.67,0.44,0.44,0.0,4.78,0.56,0.0,0.56,0.56
664,664,mykhasv01,Sviatoslav Mykhailiuk,DETROIT PISTONS,AWAY,LOS ANGELES LAKERS,LOSS,1897,4,7,4,6,2,2,0,1,2,3,0,4,0,11.4,2020-01-05,109.2,97.4,12.3,109.5,103.2,13.4,1,0,1,False,664,Sviatoslav Mykhailiuk,DETROIT PISTONS,2020-01-05,AWAY,LOS ANGELES LAKERS,4.0,0.89,3.44,11.56,3.11,8.11,3.78,2.89,0.44,1.56,2.56,0.0,3.22,0.56
665,665,howardw01,Dwight Howard,LOS ANGELES LAKERS,HOME,DETROIT PISTONS,WIN,1286,4,8,0,0,3,5,5,4,0,0,5,2,3,11.2,2020-01-05,109.5,103.2,13.4,109.2,97.4,12.3,8,4,9,True,665,Dwight Howard,LOS ANGELES LAKERS,2020-01-05,HOME,DETROIT PISTONS,1.89,1.89,3.22,3.22,0.0,0.0,2.67,0.89,1.89,1.56,0.0,0.56,1.11,0.44
666,666,greenja01,JaMychal Green,LOS ANGELES CLIPPERS,HOME,NEW YORK KNICKS,WIN,1913,4,7,3,5,0,0,4,6,3,0,0,2,4,10.8,2020-01-05,111.5,101.7,12.7,113.7,99.6,12.4,2,1,10,True,666,JaMychal Green,LOS ANGELES CLIPPERS,2020-01-05,HOME,NEW YORK KNICKS,1.78,0.89,1.89,3.78,0.89,1.89,0.89,0.89,2.78,4.33,2.44,0.56,0.89,0.0
667,667,bullore01,Reggie Bullock,NEW YORK KNICKS,AWAY,LOS ANGELES CLIPPERS,LOSS,1494,4,5,1,1,0,0,1,0,1,3,0,0,2,10.7,2020-01-05,113.7,99.6,12.4,111.5,101.7,12.7,4,3,1,False,667,Reggie Bullock,NEW YORK KNICKS,2020-01-05,AWAY,LOS ANGELES CLIPPERS,4.0,2.11,5.11,10.11,1.89,5.0,0.0,0.0,0.56,1.44,0.56,0.0,0.0,1.11
668,668,mcgeeja01,JaVale McGee,LOS ANGELES LAKERS,HOME,DETROIT PISTONS,WIN,1230,4,6,1,1,0,0,1,2,0,0,6,0,3,10.7,2020-01-05,109.5,103.2,13.4,109.2,97.4,12.3,5,3,3,True,668,JaVale McGee,LOS ANGELES LAKERS,2020-01-05,HOME,DETROIT PISTONS,1.56,1.56,4.11,4.11,0.0,0.0,2.0,1.56,2.0,3.22,1.78,1.89,0.44,1.0
669,669,hezonma01,Mario Hezonja,PORTLAND TRAIL BLAZERS,AWAY,MIAMI HEAT,LOSS,1176,4,6,1,2,1,1,0,1,1,2,2,1,1,10.4,2020-01-05,110.5,99.1,12.1,107.6,98.2,13.1,4,3,1,False,669,Mario Hezonja,PORTLAND TRAIL BLAZERS,2020-01-05,AWAY,MIAMI HEAT,1.03,0.72,1.68,2.74,0.3,1.06,0.3,0.15,0.3,0.97,0.58,0.15,0.0,0.88
670,670,sextoco01,Collin Sexton,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2128,7,17,1,4,4,4,0,3,2,2,0,3,2,10.4,2020-01-05,117.6,96.6,12.2,112.9,100.2,11.4,13,6,3,True,670,Collin Sexton,CLEVELAND CAVALIERS,2020-01-05,HOME,MINNESOTA TIMBERWOLVES,10.22,7.33,13.89,19.78,2.89,5.89,3.11,2.67,1.11,2.11,2.0,0.0,1.78,0.44
671,671,nunnke01,Kendrick Nunn,MIAMI HEAT,HOME,PORTLAND TRAIL BLAZERS,WIN,1651,5,13,1,5,3,3,0,2,5,1,0,1,2,10.2,2020-01-05,107.6,98.2,13.1,110.5,99.1,12.1,8,4,2,True,671,Kendrick Nunn,MIAMI HEAT,2020-01-05,HOME,PORTLAND TRAIL BLAZERS,3.0,2.0,5.56,10.11,1.0,4.56,0.0,0.0,0.44,3.0,5.11,0.0,0.56,0.44
672,672,hensojo01,John Henson,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,1405,3,7,0,1,1,1,5,6,3,0,1,1,1,10.0,2020-01-05,117.6,96.6,12.2,112.9,100.2,11.4,6,3,11,True,672,John Henson,CLEVELAND CAVALIERS,2020-01-05,HOME,MINNESOTA TIMBERWOLVES,3.33,3.33,3.89,4.33,0.0,0.44,0.0,0.0,0.44,3.33,1.56,0.0,0.44,0.56
673,673,drumman01,Andre Drummond,DETROIT PISTONS,AWAY,LOS ANGELES LAKERS,LOSS,2431,2,13,0,1,8,9,3,15,0,1,4,2,5,9.7,2020-01-05,109.2,97.4,12.3,109.5,103.2,13.4,12,2,18,False,673,Andre Drummond,DETROIT PISTONS,2020-01-05,AWAY,LOS ANGELES LAKERS,5.22,5.22,11.33,12.22,0.0,0.89,2.67,1.78,3.67,11.67,1.67,1.56,4.0,3.0
674,674,woodch01,Christian Wood,DETROIT PISTONS,AWAY,LOS ANGELES LAKERS,LOSS,1781,2,6,1,3,6,7,0,4,3,0,0,0,2,9.7,2020-01-05,109.2,97.4,12.3,109.5,103.2,13.4,3,1,4,False,674,Christian Wood,DETROIT PISTONS,2020-01-05,AWAY,LOS ANGELES LAKERS,2.89,2.44,4.56,6.44,0.44,1.89,6.0,5.0,1.11,4.89,1.0,0.56,1.56,0.56
675,675,randlju01,Julius Randle,NEW YORK KNICKS,AWAY,LOS ANGELES CLIPPERS,LOSS,2104,6,14,1,4,3,6,0,8,4,2,0,3,5,9.6,2020-01-05,113.7,99.6,12.4,111.5,101.7,12.7,10,5,8,False,675,Julius Randle,NEW YORK KNICKS,2020-01-05,AWAY,LOS ANGELES CLIPPERS,6.33,5.0,10.11,16.11,1.33,6.0,3.44,3.0,0.44,12.56,3.0,1.56,3.0,1.0
676,676,brookdi01,Dillon Brooks,MEMPHIS GRIZZLIES,AWAY,PHOENIX SUNS,WIN,1771,7,15,5,11,0,0,0,4,2,0,0,2,6,9.5,2020-01-05,108.8,96.6,12.9,115.1,100.5,13.8,4,2,4,False,676,Dillon Brooks,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,7.11,2.44,8.22,17.67,4.67,9.44,0.0,0.0,0.56,1.11,3.0,0.0,1.0,0.44
677,677,clarkbr01,Brandon Clarke,MEMPHIS GRIZZLIES,AWAY,PHOENIX SUNS,WIN,1290,5,7,0,1,0,1,0,7,0,0,1,0,0,9.5,2020-01-05,108.8,96.6,12.9,115.1,100.5,13.8,6,5,7,False,677,Brandon Clarke,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,3.0,3.0,6.11,6.67,0.0,0.56,2.0,2.0,0.56,5.44,1.0,0.0,0.44,0.44
678,678,herroty01,Tyler Herro,MIAMI HEAT,HOME,PORTLAND TRAIL BLAZERS,WIN,1701,4,9,2,5,1,1,1,4,3,0,0,0,2,9.5,2020-01-05,107.6,98.2,13.1,110.5,99.1,12.1,4,2,5,True,678,Tyler Herro,MIAMI HEAT,2020-01-05,HOME,PORTLAND TRAIL BLAZERS,3.33,2.0,4.56,10.56,1.33,6.0,0.56,0.0,1.0,3.56,1.89,0.0,2.0,1.0
679,679,wiggian01,Andrew Wiggins,MINNESOTA TIMBERWOLVES,AWAY,CLEVELAND CAVALIERS,WIN,1854,6,19,1,6,2,2,4,3,4,2,0,3,2,8.8,2020-01-05,112.9,100.2,11.4,117.6,96.6,12.2,13,5,7,False,679,Andrew Wiggins,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,680,hillso01,Solomon Hill,MEMPHIS GRIZZLIES,AWAY,PHOENIX SUNS,WIN,984,3,6,2,5,2,2,0,1,4,0,0,1,1,8.7,2020-01-05,108.8,96.6,12.9,115.1,100.5,13.8,1,1,1,False,680,Solomon Hill,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,0.0,0.0,0.44,3.0,0.0,2.56,0.0,0.0,0.0,1.89,2.0,0.0,0.0,0.0
681,681,gibsota01,Taj Gibson,NEW YORK KNICKS,AWAY,LOS ANGELES CLIPPERS,LOSS,1122,4,6,0,0,3,3,1,4,1,1,0,2,4,8.4,2020-01-05,113.7,99.6,12.4,111.5,101.7,12.7,6,4,5,False,681,Taj Gibson,NEW YORK KNICKS,2020-01-05,AWAY,LOS ANGELES CLIPPERS,1.0,1.0,1.56,1.56,0.0,0.0,0.0,0.0,1.67,1.67,0.44,0.0,0.56,0.0
682,682,beverpa01,Patrick Beverley,LOS ANGELES CLIPPERS,HOME,NEW YORK KNICKS,WIN,1791,3,7,0,2,0,0,0,5,6,1,0,0,2,8.2,2020-01-05,111.5,101.7,12.7,113.7,99.6,12.4,5,3,5,True,682,Patrick Beverley,LOS ANGELES CLIPPERS,2020-01-05,HOME,NEW YORK KNICKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,683,rubiori01,Ricky Rubio,PHOENIX SUNS,HOME,MEMPHIS GRIZZLIES,LOSS,2216,4,11,1,3,0,0,0,3,8,2,0,2,3,8.2,2020-01-05,115.1,100.5,13.8,108.8,96.6,12.9,8,3,3,True,683,Ricky Rubio,PHOENIX SUNS,2020-01-05,HOME,MEMPHIS GRIZZLIES,2.56,1.56,3.44,7.0,1.0,3.56,3.11,1.56,1.44,3.0,9.56,0.0,2.0,1.0
684,684,reidna01,Naz Reid,MINNESOTA TIMBERWOLVES,AWAY,CLEVELAND CAVALIERS,WIN,649,4,7,0,1,0,0,1,1,3,3,0,2,2,8.0,2020-01-05,112.9,100.2,11.4,117.6,96.6,12.2,6,4,2,False,684,Naz Reid,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,4.56,2.0,4.11,10.56,2.56,6.44,2.56,0.44,1.11,3.11,1.0,1.0,1.0,0.0
685,685,robinmi01,Mitchell Robinson,NEW YORK KNICKS,AWAY,LOS ANGELES CLIPPERS,LOSS,1313,4,5,0,0,0,0,0,2,1,1,1,0,3,7.9,2020-01-05,113.7,99.6,12.4,111.5,101.7,12.7,5,4,2,False,685,Mitchell Robinson,NEW YORK KNICKS,2020-01-05,AWAY,LOS ANGELES CLIPPERS,7.11,7.11,8.78,8.78,0.0,0.0,1.11,0.56,2.89,4.56,0.0,2.11,0.56,0.44
686,686,moranja01,Ja Morant,MEMPHIS GRIZZLIES,AWAY,PHOENIX SUNS,WIN,1670,4,8,1,2,4,4,0,3,7,0,0,6,3,7.6,2020-01-05,108.8,96.6,12.9,115.1,100.5,13.8,6,3,3,False,686,Ja Morant,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,7.44,6.0,7.78,11.33,1.44,3.56,7.11,6.11,0.0,2.67,8.11,0.0,4.22,0.56
687,687,teaguje01,Jeff Teague,MINNESOTA TIMBERWOLVES,AWAY,CLEVELAND CAVALIERS,WIN,1029,2,3,0,0,1,1,0,1,5,1,0,1,2,6.7,2020-01-05,112.9,100.2,11.4,117.6,96.6,12.2,3,2,1,False,687,Jeff Teague,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,688,allenka01,Kadeem Allen,NEW YORK KNICKS,AWAY,LOS ANGELES CLIPPERS,LOSS,1178,4,9,0,0,1,3,1,2,6,1,0,3,1,6.6,2020-01-05,113.7,99.6,12.4,111.5,101.7,12.7,9,4,3,False,688,Kadeem Allen,NEW YORK KNICKS,2020-01-05,AWAY,LOS ANGELES CLIPPERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,689,meltode01,De'Anthony Melton,MEMPHIS GRIZZLIES,AWAY,PHOENIX SUNS,WIN,931,2,4,1,3,3,3,0,2,0,0,2,1,1,6.6,2020-01-05,108.8,96.6,12.9,115.1,100.5,13.8,1,1,2,False,689,De'Anthony Melton,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,3.33,2.78,4.44,7.56,0.56,3.11,4.33,4.33,1.0,5.11,2.67,0.0,0.89,1.56
690,690,garlada01,Darius Garland,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2119,4,12,2,5,4,4,0,0,2,0,0,2,1,6.2,2020-01-05,117.6,96.6,12.2,112.9,100.2,11.4,7,2,0,True,690,Darius Garland,CLEVELAND CAVALIERS,2020-01-05,HOME,MINNESOTA TIMBERWOLVES,5.56,2.56,4.67,12.56,3.0,7.89,4.22,3.22,0.44,2.33,7.44,0.0,2.11,1.0
691,691,jonesty01,Tyus Jones,MEMPHIS GRIZZLIES,AWAY,PHOENIX SUNS,WIN,1226,2,5,1,3,0,0,0,2,6,0,0,1,0,6.1,2020-01-05,108.8,96.6,12.9,115.1,100.5,13.8,2,1,2,False,691,Tyus Jones,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,3.22,3.22,5.22,5.78,0.0,0.56,1.11,0.56,0.0,1.56,5.0,0.0,0.44,1.11
692,692,baynear01,Aron Baynes,PHOENIX SUNS,HOME,MEMPHIS GRIZZLIES,LOSS,1566,3,10,1,5,2,4,4,5,1,0,0,1,1,6.0,2020-01-05,115.1,100.5,13.8,108.8,96.6,12.9,5,2,9,True,692,Aron Baynes,PHOENIX SUNS,2020-01-05,HOME,MEMPHIS GRIZZLIES,4.78,3.67,6.22,11.11,1.11,4.89,2.78,2.22,2.67,6.22,2.0,1.0,0.56,0.0
693,693,anderky01,Kyle Anderson,MEMPHIS GRIZZLIES,AWAY,PHOENIX SUNS,WIN,811,1,2,1,1,1,2,0,1,2,2,0,0,1,5.9,2020-01-05,108.8,96.6,12.9,115.1,100.5,13.8,1,0,1,False,693,Kyle Anderson,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,0.0,0.0,1.56,2.0,0.0,0.44,0.89,0.89,0.56,1.89,0.89,0.0,0.0,0.0
694,694,ntilila01,Frank Ntilikina,NEW YORK KNICKS,AWAY,LOS ANGELES CLIPPERS,LOSS,1702,3,7,1,4,0,1,1,4,5,0,0,2,2,5.5,2020-01-05,113.7,99.6,12.4,111.5,101.7,12.7,3,2,5,False,694,Frank Ntilikina,NEW YORK KNICKS,2020-01-05,AWAY,LOS ANGELES CLIPPERS,2.44,2.0,2.0,5.0,0.44,3.0,2.0,2.0,0.56,1.89,5.56,0.89,1.67,0.44
695,695,brownbr01,Bruce Brown,DETROIT PISTONS,AWAY,LOS ANGELES LAKERS,LOSS,1599,2,7,0,1,2,2,2,4,5,1,0,3,3,4.8,2020-01-05,109.2,97.4,12.3,109.5,103.2,13.4,6,2,6,False,695,Bruce Brown,DETROIT PISTONS,2020-01-05,AWAY,LOS ANGELES LAKERS,6.0,6.0,9.44,11.44,0.0,2.0,2.44,2.44,1.11,2.0,4.89,0.0,0.0,1.56
696,696,greenda02,Danny Green,LOS ANGELES LAKERS,HOME,DETROIT PISTONS,WIN,1304,3,5,1,2,0,0,0,3,0,1,0,1,2,4.8,2020-01-05,109.5,103.2,13.4,109.2,97.4,12.3,3,2,3,True,696,Danny Green,LOS ANGELES LAKERS,2020-01-05,HOME,DETROIT PISTONS,6.78,3.0,4.0,11.33,3.78,7.33,1.11,0.56,1.11,2.56,3.67,0.0,0.44,1.11
697,697,martike03,Kelan Martin,MINNESOTA TIMBERWOLVES,AWAY,CLEVELAND CAVALIERS,WIN,1181,4,10,1,4,0,0,0,2,1,0,1,0,2,4.8,2020-01-05,112.9,100.2,11.4,117.6,96.6,12.2,6,3,2,False,697,Kelan Martin,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,2.67,1.67,4.78,9.78,1.0,5.0,1.67,1.67,0.0,5.78,1.44,0.89,0.44,0.0
698,698,okoboel01,Elie Okobo,PHOENIX SUNS,HOME,MEMPHIS GRIZZLIES,LOSS,664,2,3,1,1,0,0,0,1,1,0,0,0,0,4.7,2020-01-05,115.1,100.5,13.8,108.8,96.6,12.9,2,1,1,True,698,Elie Okobo,PHOENIX SUNS,2020-01-05,HOME,MEMPHIS GRIZZLIES,0.89,0.44,1.44,2.44,0.44,1.0,1.56,1.11,0.56,1.11,2.56,0.0,1.0,0.56
